date,price
2018-05-02,42500
2018-05-03,42500
2018-05-04,41050
2018-05-08,42000
2018-05-09,40550
2018-05-10,40950
2018-05-11,40950
2018-05-14,40500
2018-05-15,39300
2018-05-16,39700
2018-05-17,38750
2018-05-18,39800
2018-05-21,39750
2018-05-23,40800
2018-05-24,40400
2018-05-25,41700
2018-05-28,41350
2018-05-29,40600
2018-05-30,39000
2018-05-31,40500
2018-06-01,40700
2018-06-04,40900
2018-06-05,40900
2018-06-07,40500
2018-06-08,40350
2018-06-11,39700
2018-06-12,39150
2018-06-14,38750
2018-06-15,37800
2018-06-18,37200
2018-06-19,37000
2018-06-20,37100
2018-06-21,37150
2018-06-22,37450
2018-06-25,37500
2018-06-26,37800
2018-06-27,38250
2018-06-28,37200
2018-06-29,37650
2018-07-02,37100
2018-07-03,36800
2018-07-04,36800
2018-07-05,37050
2018-07-06,36350
2018-07-09,36500
2018-07-10,37350
2018-07-11,37000
2018-07-12,36400
2018-07-13,37350
2018-07-16,37150
2018-07-17,37000
2018-07-18,37900
2018-07-19,38050
2018-07-20,38400
2018-07-23,37200
2018-07-24,37400
2018-07-25,37100
2018-07-26,37400
2018-07-27,37800
2018-07-30,38350
2018-07-31,38250
2018-08-01,38400
2018-08-02,37800
2018-08-03,37900
2018-08-06,38000
2018-08-07,38100
2018-08-08,38400
2018-08-09,38000
2018-08-10,37000
2018-08-13,36700
2018-08-14,36850
2018-08-16,35600
2018-08-17,35850
2018-08-20,36050
2018-08-21,37000
2018-08-22,38000
2018-08-23,38150
2018-08-24,38050
2018-08-27,38200
2018-08-28,38450
2018-08-29,38700
2018-08-30,39100
2018-08-31,39700
2018-09-03,38800
2018-09-04,38950
2018-09-05,37950
2018-09-06,37200
2018-09-07,36100
2018-09-10,36400
2018-09-11,36050
2018-09-12,35600
2018-09-13,35100
2018-09-14,36650
2018-09-17,36000
2018-09-18,36500
2018-09-19,37150
2018-09-20,38050
2018-09-21,38500
2018-09-27,38400
2018-09-28,37850
2018-10-01,37950
2018-10-02,37050
2018-10-04,36450
2018-10-05,35850
2018-10-08,35950
2018-10-10,36200
2018-10-11,34650
2018-10-12,35800
2018-10-15,35250
2018-10-16,35550
2018-10-17,35900
2018-10-18,35800
2018-10-19,35800
2018-10-22,35300
2018-10-23,34900
2018-10-24,34300
2018-10-25,33400
2018-10-26,33750
2018-10-29,34000
2018-10-30,35100
2018-10-31,35750
2018-11-01,35200
2018-11-02,36400
2018-11-05,36200
2018-11-06,36000
2018-11-07,36500
2018-11-08,36550
2018-11-09,37150
2018-11-12,37500
2018-11-13,37350
2018-11-14,37050
2018-11-15,36750
2018-11-16,36400
2018-11-19,35850
2018-11-20,34400
2018-11-21,33800
2018-11-22,34150
2018-11-23,34250
2018-11-26,34300
2018-11-27,34550
2018-11-28,34400
2018-11-29,34600
2018-11-30,33750
2018-12-03,35000
2018-12-04,34600
2018-12-05,33950
2018-12-06,33050
2018-12-07,34000
2018-12-10,33150
2018-12-11,33200
2018-12-12,33100
2018-12-13,33450
2018-12-14,32300
2018-12-17,32350
2018-12-18,32200
2018-12-19,32100
2018-12-20,31150
2018-12-21,31450
2018-12-24,31000
2018-12-26,31000
2018-12-27,31400
2018-12-28,31750
2019-01-02,31600
2019-01-03,30800
2019-01-04,30450
2019-01-07,32100
2019-01-08,30900
2019-01-09,32500
2019-01-10,32450
2019-01-11,33100
2019-01-14,33050
2019-01-15,33850
2019-01-16,34350
2019-01-17,35000
2019-01-18,35150
2019-01-21,35650
2019-01-22,35300
2019-01-23,35150
2019-01-24,35900
2019-01-25,37200
2019-01-28,37200
2019-01-29,37100
2019-01-30,37250
2019-01-31,37500
2019-02-01,37500
2019-02-07,37200
2019-02-08,36050
2019-02-11,36000
2019-02-12,37150
2019-02-13,37600
2019-02-14,38000
2019-02-15,36850
2019-02-18,36900
2019-02-19,36600
2019-02-20,37800
2019-02-21,37900
2019-02-22,37950
2019-02-25,37950
2019-02-26,37650
2019-02-27,37400
2019-02-28,36000
2019-03-04,36250
2019-03-05,35700
2019-03-06,35600
2019-03-07,35900
2019-03-08,35150
2019-03-11,34750
2019-03-12,35500
2019-03-13,35300
2019-03-14,35000
2019-03-15,34900
2019-03-18,34900
2019-03-19,35200
2019-03-20,35300
2019-03-21,37350
2019-03-22,37850
2019-03-25,36500
2019-03-26,36550
2019-03-27,36800
2019-03-28,36500
2019-03-29,36250
2019-04-01,36400
2019-04-02,37000
2019-04-03,37550
2019-04-04,37800
2019-04-05,37750
2019-04-08,37700
2019-04-09,37900
2019-04-10,37400
2019-04-11,37500
2019-04-12,37700
2019-04-15,38000
2019-04-16,37700
2019-04-17,37950
2019-04-18,36950
2019-04-19,36650
2019-04-22,36550
2019-04-23,36100
2019-04-24,36200
2019-04-25,36000
2019-04-26,36450
2019-04-29,36900
2019-04-30,37200
2019-05-02,37200
2019-05-03,37000
2019-05-07,36500
2019-05-08,35950
2019-05-09,34700
2019-05-10,35100
2019-05-13,34650
2019-05-14,34400
2019-05-15,34550
2019-05-16,33550
2019-05-17,33000
2019-05-20,33700
2019-05-21,34800
2019-05-22,35000
2019-05-23,35300
2019-05-24,34250
2019-05-27,34250
2019-05-28,33900
2019-05-29,33450
2019-05-30,34450
2019-05-31,34800
2019-06-03,35900
2019-06-04,35650
2019-06-05,36050
2019-06-07,36250
2019-06-10,36800
2019-06-11,36850
2019-06-12,36750
2019-06-13,36200
2019-06-14,36300
2019-06-17,35650
2019-06-18,36400
2019-06-19,37050
2019-06-20,37650
2019-06-21,37450
2019-06-24,37550
2019-06-25,37450
2019-06-26,37900
2019-06-27,38000
2019-06-28,38250
2019-07-01,38350
2019-07-02,38150
2019-07-03,37800
2019-07-04,38000
2019-07-05,37350
2019-07-08,36750
2019-07-09,37300
2019-07-10,37850
2019-07-11,38500
2019-07-12,38400
2019-07-15,38500
2019-07-16,38350
2019-07-17,37950
2019-07-18,37750
2019-07-19,38500
2019-07-22,38550
2019-07-23,38850
2019-07-24,37700
2019-07-25,38600
2019-07-26,38600
2019-07-29,38100
2019-07-30,38050
2019-07-31,37000
2019-08-01,36600
2019-08-02,36000
2019-08-05,35800
2019-08-06,35450
2019-08-07,35550
2019-08-08,35400
2019-08-09,35500
2019-08-12,35800
2019-08-13,35500
2019-08-14,35850
2019-08-16,36350
2019-08-19,36100
2019-08-20,37050
2019-08-21,37000
2019-08-22,36700
2019-08-23,36350
2019-08-26,35900
2019-08-27,36400
2019-08-28,36450
2019-08-29,36000
2019-08-30,36850
2019-09-02,36400
2019-09-03,36200
2019-09-04,36700
2019-09-05,38150
2019-09-06,38550
2019-09-09,39100
2019-09-10,39150
2019-09-11,39200
2019-09-16,39100
2019-09-17,39200
2019-09-18,39850
2019-09-19,40550
2019-09-20,40950
2019-09-23,40750
2019-09-24,40700
2019-09-25,40200
2019-09-26,40200
2019-09-27,39300
2019-09-30,39500
2019-10-01,39500
2019-10-02,38900
2019-10-04,39100
2019-10-07,39000
2019-10-08,39650
2019-10-10,39650
2019-10-11,40000
2019-10-14,40600
2019-10-15,40600
2019-10-16,41100
2019-10-17,40900
2019-10-18,40300
2019-10-21,40600
2019-10-22,41500
2019-10-23,41400
2019-10-24,41650
2019-10-25,41450
2019-10-28,41400
2019-10-29,41000
2019-10-30,41100
2019-10-31,41050
2019-11-01,42000
2019-11-04,43000
2019-11-05,43600
2019-11-06,43600
2019-11-07,43500
2019-11-08,42600
2019-11-11,42400
2019-11-12,42800
2019-11-13,42700
2019-11-14,42350
2019-11-15,43100
2019-11-18,42950
2019-11-19,43050
2019-11-20,42350
2019-11-21,41100
2019-11-22,41650
2019-11-25,42050
2019-11-26,42300
2019-11-27,42250
2019-11-28,41700
2019-11-29,40850
2019-12-02,41300
2019-12-03,41100
2019-12-04,40900
2019-12-05,40900
2019-12-06,41750
2019-12-09,41900
2019-12-10,42000
2019-12-11,42200
2019-12-12,43600
2019-12-13,44900
2019-12-16,45000
2019-12-17,46500
2019-12-18,46700
2019-12-19,45750
2019-12-20,45150
2019-12-23,45100
2019-12-24,44900
2019-12-26,45300
2019-12-27,45700
2019-12-30,45400
2020-01-02,45600
2020-01-03,45650
2020-01-06,45700
2020-01-07,46300
2020-01-08,46700
2020-01-09,48400
2020-01-10,48550
2020-01-13,49500
2020-01-14,49750
2020-01-15,49250
