,종목코드,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
0,005930,삼성전자,78300.0,1400.0,+1.82%,100.0,4674340.0,5969783.0,52.03,15102496.0,15.18,9.99
1,000660,SK하이닉스,127000.0,2000.0,+1.60%,5000.0,924563.0,728002.0,49.23,3248588.0,11.48,9.53
2,005935,삼성전자우,71400.0,500.0,+0.71%,100.0,587541.0,822887.0,74.62,994677.0,13.84,
3,207940,삼성바이오로직스,844000.0,6000.0,+0.72%,2500.0,558433.0,66165.0,10.91,71891.0,136.04,
4,035420,NAVER,338000.0,500.0,-0.15%,100.0,554486.0,164049.0,55.82,753658.0,3.35,15.22
5,051910,LG화학,719000.0,29000.0,+4.20%,5000.0,507559.0,70592.0,47.51,642009.0,18.74,2.93
6,005380,현대차,215000.0,1000.0,+0.47%,5000.0,459387.0,213668.0,28.43,575218.0,10.89,2.04
7,035720,카카오,100000.0,0.0,0.00%,100.0,445906.0,445906.0,30.1,3868230.0,39.37,2.7
8,006400,삼성SDI,636000.0,6000.0,-0.93%,5000.0,437342.0,68765.0,45.41,250559.0,39.89,4.54
9,000270,기아,86700.0,1100.0,+1.29%,5000.0,351450.0,405363.0,35.36,1896718.0,7.85,5.05
10,005490,POSCO,305000.0,500.0,+0.16%,5000.0,265920.0,87187.0,52.55,517463.0,4.57,3.61
11,323410,카카오뱅크,55000.0,1000.0,-1.79%,5000.0,261338.0,475159.0,16.94,1172080.0,177.99,5.08
12,012330,현대모비스,269500.0,0.0,0.00%,5000.0,254874.0,94573.0,34.3,598354.0,10.85,4.66
13,068270,셀트리온,182500.0,1500.0,+0.83%,1000.0,251754.0,137947.0,19.92,506046.0,46.44,16.68
14,105560,KB금융,55700.0,100.0,-0.18%,5000.0,231605.0,415808.0,69.65,1192992.0,5.32,8.53
15,096770,SK이노베이션,247000.0,500.0,-0.20%,5000.0,228390.0,92466.0,23.54,439584.0,-7264.71,-13.58
16,066570,LG전자,137500.0,2500.0,+1.85%,5000.0,225016.0,163648.0,28.96,801762.0,19.84,13.23
17,028260,삼성물산,116500.0,1500.0,+1.30%,100.0,217723.0,186887.0,15.37,264447.0,13.26,3.81
18,377300,카카오페이,153500.0,1500.0,+0.99%,500.0,202441.0,131883.0,42.82,236376.0,-763.68,-17.97
19,055550,신한지주,37650.0,350.0,+0.94%,5000.0,194500.0,516600.0,60.54,1122101.0,5.0,8.2
20,259960,크래프톤,394500.0,7500.0,-1.87%,100.0,193175.0,48967.0,30.29,333509.0,30.92,61.86
21,034730,SK,245500.0,1500.0,+0.61%,200.0,182037.0,74149.0,21.6,178472.0,28.69,1.11
22,051900,LG생활건강,1104000.0,17000.0,+1.56%,5000.0,172425.0,15618.0,43.0,49515.0,22.97,17.92
23,302440,SK바이오사이언스,213000.0,13000.0,+6.50%,500.0,162945.0,76500.0,5.6,600839.0,82.02,13.25
24,009150,삼성전기,187500.0,6000.0,+3.31%,5000.0,140051.0,74694.0,30.72,677233.0,14.41,10.92
25,015760,한국전력,21650.0,200.0,+0.93%,5000.0,138985.0,641964.0,14.56,894074.0,-12.76,2.91
26,036570,엔씨소프트,606000.0,5000.0,+0.83%,500.0,133041.0,21954.0,44.12,124617.0,37.41,20.83
27,032830,삼성생명,65800.0,400.0,+0.61%,500.0,131600.0,200000.0,12.39,273827.0,8.41,3.53
28,086790,하나금융지주,43450.0,250.0,+0.58%,5000.0,130455.0,300242.0,67.89,1030556.0,4.06,8.96
29,011200,HMM,26400.0,100.0,+0.38%,5000.0,129106.0,489039.0,10.47,1476671.0,3.33,8.93
30,003550,LG,81600.0,800.0,+0.99%,5000.0,128358.0,157301.0,36.06,519212.0,5.38,7.5
31,352820,하이브,302500.0,4000.0,+1.34%,500.0,125094.0,41353.0,16.55,220896.0,107.61,12.52
32,017670,SK텔레콤,56400.0,1500.0,-2.59%,100.0,123422.0,218833.0,44.88,916916.0,8.75,6.44
33,018260,삼성에스디에스,153000.0,4000.0,+2.68%,500.0,118388.0,77378.0,11.23,115917.0,17.42,6.71
34,010950,S-Oil,97300.0,4900.0,+5.30%,2500.0,109543.0,112583.0,77.96,768806.0,9.37,-13.07
35,361610,SK아이이테크놀로지,153500.0,3000.0,+1.99%,1000.0,109442.0,71298.0,11.38,192661.0,100.92,11.0
36,033780,KT&G,78400.0,300.0,-0.38%,5000.0,107637.0,137292.0,35.44,281959.0,9.04,13.22
37,034020,두산중공업,20250.0,200.0,+1.00%,5000.0,105520.0,521084.0,8.6,2407929.0,60.09,-37.2
38,003670,포스코케미칼,133500.0,500.0,-0.37%,500.0,103413.0,77463.0,6.24,254696.0,74.54,2.96
39,000810,삼성화재,214500.0,2500.0,+1.18%,500.0,101619.0,47375.0,48.36,107137.0,9.27,4.96
40,003490,대한항공,28600.0,150.0,+0.53%,5000.0,99477.0,347821.0,11.72,1249395.0,13.43,-7.22
41,329180,현대중공업,112000.0,1000.0,+0.90%,5000.0,99426.0,88773.0,1.95,426080.0,-12.22,-7.86
42,251270,넷마블,113000.0,500.0,+0.44%,100.0,97127.0,85954.0,22.76,200629.0,41.79,6.35
43,010130,고려아연,514000.0,5000.0,+0.98%,5000.0,96992.0,18870.0,18.35,28906.0,12.85,8.37
44,316140,우리금융지주,13100.0,250.0,+1.95%,5000.0,95376.0,728061.0,30.08,1915232.0,4.01,5.87
45,090430,아모레퍼시픽,160500.0,3000.0,-1.83%,500.0,93881.0,58493.0,30.32,267822.0,61.9,0.78
46,034220,LG디스플레이,24150.0,150.0,+0.63%,5000.0,86412.0,357816.0,18.22,3796804.0,5.47,-0.79
47,402340,SK스퀘어,61000.0,700.0,-1.13%,100.0,86295.0,141468.0,38.42,2299478.0,,
48,011070,LG이노텍,337000.0,7500.0,+2.28%,5000.0,79758.0,23667.0,26.11,570897.0,10.68,10.2
49,011170,롯데케미칼,232000.0,15000.0,+6.91%,5000.0,79519.0,34275.0,24.9,281073.0,5.84,1.22
50,030200,KT,30250.0,0.0,0.00%,5000.0,78986.0,261112.0,43.52,633902.0,7.73,4.76
51,024110,기업은행,10350.0,0.0,0.00%,5000.0,77035.0,744301.0,12.86,1366209.0,3.83,6.44
52,326030,SK바이오팜,94500.0,1700.0,+1.83%,500.0,74006.0,78313.0,5.96,138644.0,-183.14,-135.18
53,009540,한국조선해양,100500.0,1500.0,-1.47%,5000.0,71127.0,70773.0,20.29,295250.0,-5.51,-7.42
54,018880,한온시스템,13250.0,150.0,-1.12%,100.0,70728.0,533800.0,17.72,564499.0,24.18,5.09
55,009830,한화솔루션,36600.0,2350.0,+6.86%,5000.0,70008.0,191278.0,18.08,1121024.0,9.35,5.3
56,383220,F&F,908000.0,35000.0,+4.01%,500.0,69566.0,7661.0,14.52,32551.0,,
57,086280,현대글로비스,184000.0,0.0,0.00%,500.0,69000.0,37500.0,42.7,282631.0,9.92,12.45
58,138040,메리츠금융지주,49300.0,2500.0,+5.34%,500.0,66068.0,134011.0,8.74,620159.0,9.29,16.06
59,011790,SKC,162000.0,2000.0,+1.25%,5000.0,61347.0,37868.0,16.68,135842.0,33.0,2.21
60,004020,현대제철,44900.0,450.0,-0.99%,5000.0,59917.0,133446.0,20.27,880111.0,6.87,-2.59
61,032640,LG유플러스,13550.0,200.0,+1.50%,5000.0,59161.0,436611.0,35.33,964935.0,15.07,6.46
62,137310,에스디바이오센서,57000.0,400.0,+0.71%,500.0,58865.0,103271.0,7.14,613261.0,8.64,139.97
63,069500,KODEX 200,39465.0,490.0,+1.26%,0.0,57718.0,146250.0,9.18,2234337.0,,
64,097950,CJ제일제당,380500.0,6000.0,+1.60%,5000.0,57281.0,15054.0,22.35,26920.0,12.98,13.5
65,088980,맥쿼리인프라,13850.0,0.0,0.00%,0.0,56071.0,404846.0,13.59,771225.0,,
66,020150,일진머티리얼즈,117500.0,500.0,-0.42%,500.0,54180.0,46111.0,12.51,389506.0,85.27,7.23
67,021240,코웨이,73400.0,1000.0,+1.38%,500.0,54169.0,73800.0,60.4,111516.0,12.15,31.51
68,006800,미래에셋증권,8470.0,80.0,+0.95%,5000.0,53811.0,635316.0,12.6,1000023.0,5.79,8.94
69,035250,강원랜드,24550.0,450.0,+1.87%,500.0,52522.0,213940.0,18.77,565562.0,-159.42,-7.92
70,011780,금호석유,172000.0,10000.0,+6.17%,5000.0,52404.0,30468.0,18.33,295918.0,3.08,20.18
71,000720,현대건설,46850.0,50.0,-0.11%,5000.0,52170.0,111356.0,22.03,761894.0,31.15,1.84
72,010140,삼성중공업,5880.0,0.0,0.00%,1000.0,51744.0,880000.0,14.28,3340317.0,-2.4,-33.06
73,161390,한국타이어앤테크놀로지,40200.0,150.0,+0.37%,500.0,49798.0,123875.0,41.42,203209.0,7.54,5.12
74,000060,메리츠화재,40000.0,2800.0,+7.53%,500.0,48250.0,120625.0,10.51,465691.0,8.3,16.91
75,028050,삼성엔지니어링,24600.0,200.0,+0.82%,5000.0,48216.0,196000.0,36.08,1484609.0,13.61,17.32
76,071050,한국금융지주,78800.0,2000.0,+2.60%,5000.0,43912.0,55726.0,34.27,178531.0,2.7,16.27
77,267250,현대중공업지주,55500.0,700.0,+1.28%,1000.0,43841.0,78993.0,16.41,161704.0,-12.87,-8.12
78,005830,DB손해보험,60600.0,300.0,+0.50%,500.0,42905.0,70800.0,42.9,163129.0,5.38,9.08
79,241560,두산밥캣,42750.0,350.0,-0.81%,500.0,42857.0,100249.0,25.18,187309.0,11.7,6.15
80,000100,유한양행,60800.0,700.0,+1.16%,1000.0,42544.0,69973.0,17.11,162555.0,46.1,11.06
81,271560,오리온,106000.0,4000.0,+3.92%,500.0,41908.0,39536.0,37.4,115612.0,17.63,15.5
82,139480,이마트,148500.0,2000.0,+1.37%,5000.0,41396.0,27876.0,33.39,92564.0,2.99,4.05
83,003410,쌍용C&E,8100.0,10.0,-0.12%,100.0,40813.0,503860.0,3.35,1055444.0,19.8,7.92
84,180640,한진칼,58400.0,500.0,+0.86%,2500.0,38976.0,66739.0,14.49,53683.0,-66.51,-19.55
85,016360,삼성증권,43000.0,500.0,+1.18%,5000.0,38399.0,89300.0,28.99,511611.0,4.05,9.89
86,307950,현대오토에버,139500.0,6000.0,+4.49%,500.0,38256.0,27424.0,2.2,203103.0,50.64,11.09
87,006360,GS건설,44350.0,600.0,+1.37%,5000.0,37955.0,85581.0,25.55,869535.0,10.8,7.68
88,078930,GS,39700.0,350.0,-0.87%,5000.0,36887.0,92915.0,18.67,205199.0,3.6,-2.82
89,005387,현대차2우B,101000.0,0.0,0.00%,5000.0,36850.0,36485.0,61.7,66842.0,5.12,
90,008560,메리츠증권,5380.0,20.0,+0.37%,1000.0,36677.0,681731.0,13.21,1782885.0,5.46,13.08
91,029780,삼성카드,31550.0,100.0,+0.32%,5000.0,36553.0,115859.0,7.07,71593.0,7.78,5.69
92,002790,아모레G,43500.0,300.0,+0.69%,500.0,35869.0,82458.0,15.93,139055.0,24.42,0.31
93,005940,NH투자증권,11950.0,200.0,+1.70%,5000.0,35496.0,297034.0,17.37,782511.0,4.39,10.32
94,036460,한국가스공사,37500.0,0.0,0.00%,5000.0,34617.0,92313.0,10.51,109835.0,7.79,-2.24
95,000990,DB하이텍,77900.0,5600.0,+7.75%,5000.0,34586.0,44399.0,24.61,2099248.0,16.27,23.07
96,008930,한미사이언스,50900.0,0.0,0.00%,500.0,34258.0,67305.0,1.18,57068.0,64.51,3.47
97,002380,KCC,379000.0,8500.0,-2.19%,5000.0,33680.0,8886.0,12.17,121503.0,4.78,12.79
98,047810,한국항공우주,33800.0,1850.0,+5.79%,5000.0,32947.0,97475.0,12.7,1471200.0,229.93,6.39
99,010620,현대미포조선,82400.0,600.0,+0.73%,5000.0,32912.0,39942.0,11.06,425689.0,-21.41,-0.84
100,128940,한미약품,264000.0,2500.0,+0.96%,2500.0,31887.0,12078.0,13.2,16914.0,42.05,1.65
101,014680,한솔케미칼,281000.0,4000.0,+1.44%,5000.0,31852.0,11335.0,42.62,57887.0,21.92,24.5
102,272210,한화시스템,16850.0,500.0,+3.06%,5000.0,31833.0,188919.0,2.19,658917.0,20.42,9.35
103,007070,GS리테일,29850.0,200.0,+0.67%,1000.0,31258.0,104718.0,8.2,171943.0,3.01,7.5
104,204320,만도,66100.0,600.0,+0.92%,1000.0,31039.0,46957.0,20.86,540792.0,13.92,0.37
105,371460,TIGER 차이나전기차SOLACTIVE,16500.0,105.0,-0.63%,0.0,30868.0,187080.0,0.08,6708252.0,,
106,004990,롯데지주,29300.0,100.0,-0.34%,200.0,30738.0,104909.0,7.91,136196.0,15.27,-3.03
107,008770,호텔신라,77300.0,400.0,+0.52%,5000.0,30339.0,39248.0,12.79,187889.0,-29.67,-36.74
108,028670,팬오션,5640.0,30.0,-0.53%,1000.0,30150.0,534570.0,11.68,2341045.0,9.69,3.25
109,026960,동서,30150.0,300.0,+1.01%,500.0,30060.0,99700.0,2.8,132951.0,28.31,8.61
110,052690,한전기술,77300.0,2000.0,+2.66%,200.0,29544.0,38220.0,1.64,330667.0,290.6,
111,336260,두산퓨얼셀,44700.0,650.0,+1.48%,100.0,29276.0,65494.0,14.22,388457.0,894.0,4.18
112,000120,CJ대한통운,127500.0,2000.0,+1.59%,5000.0,29086.0,22812.0,21.26,32356.0,98.76,3.89
113,047050,포스코인터내셔널,22850.0,200.0,-0.87%,5000.0,28191.0,123375.0,6.87,740503.0,9.24,7.69
114,138930,BNK금융지주,8560.0,80.0,+0.94%,5000.0,27900.0,325935.0,39.1,1244197.0,3.42,6.11
115,012750,에스원,72600.0,400.0,-0.55%,500.0,27587.0,37999.0,52.95,34380.0,18.15,10.48
116,088350,한화생명,3155.0,30.0,+0.96%,5000.0,27402.0,868530.0,8.04,2048354.0,3.58,1.9
117,042660,대우조선해양,25200.0,300.0,+1.20%,5000.0,27037.0,107291.0,5.48,484237.0,-1.83,2.27
118,039490,키움증권,102000.0,500.0,-0.49%,5000.0,26744.0,26220.0,25.53,77149.0,2.93,27.63
119,112610,씨에스윈드,62600.0,2800.0,+4.68%,500.0,26399.0,42171.0,10.78,178418.0,56.81,8.19
120,298020,효성티앤씨,599000.0,65000.0,+12.17%,5000.0,25923.0,4328.0,17.17,179147.0,3.67,25.1
121,030000,제일기획,22450.0,0.0,0.00%,200.0,25827.0,115041.0,32.01,145663.0,13.23,16.11
122,010060,OCI,108000.0,3000.0,+2.86%,5000.0,25757.0,23849.0,16.33,335522.0,12.88,-9.89
123,047040,대우건설,6170.0,90.0,-1.44%,5000.0,25644.0,415623.0,11.41,2164516.0,5.24,11.06
124,285130,SK케미칼,145500.0,6000.0,+4.30%,5000.0,25638.0,17621.0,16.05,77838.0,69.35,30.49
125,375500,DL이앤씨,132000.0,1500.0,+1.15%,5000.0,25554.0,19359.0,25.63,177938.0,,
126,298050,효성첨단소재,567000.0,17000.0,+3.09%,5000.0,25401.0,4480.0,10.19,66703.0,11.83,0.03
127,012450,한화에어로스페이스,50100.0,700.0,+1.42%,5000.0,25366.0,50630.0,16.56,357118.0,9.09,4.78
128,023530,롯데쇼핑,87700.0,100.0,+0.11%,5000.0,24809.0,28289.0,10.99,51716.0,-9.32,-7.7
129,336370,솔루스첨단소재,80800.0,600.0,+0.75%,100.0,24717.0,30590.0,7.53,148306.0,-318.11,-5.1
130,004170,신세계,250000.0,1000.0,+0.40%,5000.0,24613.0,9845.0,24.24,31917.0,9.4,-2.81
131,005385,현대차우,100000.0,800.0,+0.81%,5000.0,24357.0,24357.0,57.55,31940.0,5.07,
132,051915,LG화학우,315500.0,10000.0,+3.27%,5000.0,24258.0,7689.0,69.93,25749.0,8.22,
133,282330,BGF리테일,140000.0,1500.0,-1.06%,1000.0,24197.0,17284.0,32.41,28426.0,17.52,18.6
134,006280,녹십자,206500.0,5500.0,+2.74%,5000.0,24133.0,11687.0,22.64,46789.0,27.98,7.48
135,252670,KODEX 200선물인버스2X,2195.0,65.0,-2.88%,0.0,23897.0,1088700.0,4.93,162775589.0,,
136,001040,CJ,81900.0,600.0,+0.74%,5000.0,23896.0,29177.0,17.06,43270.0,70.97,1.89
137,064350,현대로템,21400.0,250.0,+1.18%,5000.0,23356.0,109142.0,3.93,505531.0,74.56,2.84
138,000880,한화,31150.0,600.0,+1.96%,5000.0,23350.0,74959.0,15.91,253893.0,5.27,4.79
139,001450,현대해상,25450.0,150.0,+0.59%,500.0,22752.0,89400.0,25.41,407399.0,5.94,7.13
140,011210,현대위아,82000.0,1100.0,+1.36%,5000.0,22300.0,27195.0,6.34,199386.0,61.1,1.96
141,278540,KODEX MSCI Korea TR,12710.0,120.0,+0.95%,0.0,22242.0,175000.0,3.25,696563.0,,
142,102110,TIGER 200,39500.0,475.0,+1.22%,0.0,21646.0,54800.0,1.04,1595330.0,,
143,000080,하이트진로,30750.0,300.0,+0.99%,5000.0,21566.0,70134.0,4.08,236428.0,41.89,8.23
144,012510,더존비즈온,69500.0,1700.0,+2.51%,500.0,21116.0,30383.0,39.66,117866.0,34.02,15.09
145,111770,영원무역,47300.0,450.0,-0.94%,500.0,20959.0,44311.0,28.16,224607.0,9.09,8.03
146,009240,한샘,89000.0,2000.0,+2.30%,1000.0,20945.0,23534.0,16.75,96284.0,26.18,10.83
147,081660,휠라홀딩스,34100.0,250.0,+0.74%,1000.0,20716.0,60752.0,43.76,313875.0,8.81,10.94
148,093370,후성,22150.0,150.0,+0.68%,500.0,20512.0,92607.0,7.44,1067749.0,74.58,2.79
149,120110,코오롱인더,71600.0,2000.0,+2.87%,5000.0,19704.0,27519.0,19.04,208982.0,11.11,9.7
150,004370,농심,322000.0,4500.0,+1.42%,5000.0,19586.0,6083.0,12.65,32706.0,18.35,7.5
151,004000,롯데정밀화학,75500.0,2900.0,+3.99%,5000.0,19479.0,25800.0,22.1,180935.0,4.57,12.65
152,004800,효성,92300.0,1100.0,+1.21%,5000.0,19449.0,21071.0,7.91,48364.0,5.02,-2.26
153,271940,일진하이솔루스,53000.0,800.0,+1.53%,500.0,19246.0,36313.0,3.03,67732.0,98.88,34.27
154,000150,두산,113500.0,0.0,0.00%,5000.0,18755.0,16524.0,10.27,91617.0,-65.38,-34.34
155,133690,TIGER 미국나스닥100,85050.0,725.0,+0.86%,0.0,18422.0,21660.0,0.0,162790.0,,
156,310970,TIGER MSCI Korea TR,16020.0,205.0,+1.30%,0.0,17990.0,112300.0,14.25,362.0,,
157,042700,한미반도체,36000.0,1000.0,+2.86%,200.0,17806.0,49460.0,6.37,249757.0,21.4,21.03
158,006260,LS,54500.0,500.0,+0.93%,5000.0,17549.0,32200.0,14.0,86558.0,6.85,3.94
159,001230,동국제강,18250.0,150.0,+0.83%,5000.0,17416.0,95433.0,22.39,1427919.0,3.86,3.35
160,003090,대웅,29950.0,600.0,+2.04%,500.0,17414.0,58142.0,4.35,81853.0,16.49,15.1
161,069960,현대백화점,74300.0,700.0,+0.95%,5000.0,17388.0,23402.0,17.97,67725.0,11.24,1.65
162,122630,KODEX 레버리지,23380.0,530.0,+2.32%,0.0,17067.0,73000.0,1.99,14357680.0,,
163,017800,현대엘리베이,40850.0,100.0,+0.25%,5000.0,16673.0,40815.0,28.31,99466.0,26.32,9.78
164,069620,대웅제약,143000.0,2000.0,+1.42%,2500.0,16569.0,11587.0,6.51,20250.0,143.57,2.38
165,294870,HDC현대산업개발,25000.0,150.0,+0.60%,5000.0,16477.0,65907.0,10.15,460679.0,5.43,8.85
166,010120,LS ELECTRIC,54900.0,0.0,0.00%,5000.0,16470.0,30000.0,17.8,62503.0,20.33,6.15
167,007310,오뚜기,448500.0,8500.0,+1.93%,5000.0,16469.0,3672.0,11.64,3409.0,14.89,7.93
168,175330,JB금융지주,8340.0,0.0,0.00%,5000.0,16428.0,196983.0,41.83,229002.0,3.44,10.06
169,153130,KODEX 단기채권,103125.0,0.0,0.00%,0.0,16366.0,15870.0,0.0,45192.0,,
170,051600,한전KPS,36100.0,50.0,+0.14%,200.0,16245.0,45000.0,6.58,168681.0,13.45,8.23
171,139130,DGB금융지주,9490.0,50.0,+0.53%,5000.0,16052.0,169146.0,48.83,364348.0,3.39,6.93
172,019170,신풍제약,29550.0,850.0,+2.96%,500.0,15657.0,52985.0,10.09,855027.0,4925.0,1.72
173,178920,PI첨단소재,52200.0,600.0,+1.16%,500.0,15329.0,29366.0,12.83,101479.0,26.2,15.62
174,005850,에스엘,31800.0,700.0,+2.25%,500.0,15329.0,48203.0,15.17,119040.0,10.54,4.74
175,300720,한일시멘트,21950.0,3750.0,-14.59%,500.0,15203.0,69262.0,2.64,3855928.0,14.46,
176,009900,명신산업,28900.0,300.0,+1.05%,500.0,15164.0,52470.0,2.63,257434.0,-12.53,-67.39
177,014820,동원시스템즈,51600.0,0.0,0.00%,5000.0,15061.0,29188.0,13.29,39646.0,23.37,10.97
178,001440,대한전선,1750.0,10.0,+0.57%,500.0,14988.0,856473.0,2.63,2984340.0,44.87,0.92
179,102780,KODEX 삼성그룹,9805.0,105.0,+1.08%,0.0,14757.0,150500.0,0.21,106592.0,,
180,079550,LIG넥스원,66200.0,800.0,+1.22%,5000.0,14564.0,22000.0,6.94,210438.0,15.43,8.86
181,000240,한국앤컴퍼니,15250.0,50.0,+0.33%,500.0,14478.0,94935.0,9.61,74393.0,5.85,5.08
182,273130,KODEX 종합채권(AA-이상)액티브,107315.0,80.0,-0.07%,0.0,14389.0,13408.0,0.0,2421.0,,
183,020560,아시아나항공,19200.0,50.0,+0.26%,5000.0,14287.0,74412.0,7.65,222721.0,-3.3,-43.83
184,381970,케이카,28950.0,700.0,-2.36%,500.0,13921.0,48087.0,18.49,246891.0,48.09,15.11
185,000210,DL,66200.0,1300.0,+2.00%,5000.0,13873.0,20956.0,12.01,131398.0,2.1,11.84
186,042670,현대두산인프라코어,7010.0,30.0,+0.43%,1000.0,13840.0,197435.0,10.73,1127331.0,6.0,6.47
187,010780,아이에스동서,44750.0,150.0,+0.34%,500.0,13824.0,30893.0,4.99,55790.0,25.63,10.92
188,157450,TIGER 단기통안채,100520.0,5.0,0.00%,0.0,13810.0,13739.0,0.89,2991.0,,
189,089860,롯데렌탈,37200.0,0.0,0.00%,5000.0,13628.0,36634.0,1.53,64462.0,12.9,6.73
190,365550,ESR켄달스퀘어리츠,6320.0,110.0,+1.77%,1000.0,13467.0,213089.0,32.24,314019.0,166.32,1.14
191,330590,롯데리츠,5490.0,10.0,-0.18%,500.0,13339.0,242969.0,9.59,135144.0,34.31,1.68
192,011000,진원생명과학,17000.0,200.0,+1.19%,1000.0,13171.0,77479.0,12.38,587647.0,-51.36,-30.43
193,005070,코스모신소재,43250.0,250.0,+0.58%,1000.0,13013.0,30087.0,6.51,154062.0,55.45,7.16
194,073240,금호타이어,4490.0,5.0,-0.11%,5000.0,12898.0,287260.0,4.15,238052.0,-17.96,-6.74
195,305720,KODEX 2차전지산업,21995.0,245.0,+1.13%,0.0,12845.0,58400.0,1.54,1049878.0,,
196,007700,F&F홀딩스,32800.0,600.0,+1.86%,500.0,12830.0,39114.0,0.73,37618.0,0.27,16.59
197,051905,LG생활건강우,611000.0,3000.0,-0.49%,5000.0,12829.0,2100.0,84.22,1626.0,12.72,
198,003530,한화투자증권,5930.0,50.0,+0.85%,5000.0,12723.0,214548.0,6.27,2331511.0,9.97,5.58
199,003240,태광산업,1141000.0,21000.0,+1.88%,5000.0,12704.0,1113.0,5.92,1350.0,5.01,3.26
200,005300,롯데칠성,136000.0,5000.0,+3.82%,500.0,12619.0,9279.0,8.93,31636.0,16.07,-1.0
201,006650,대한유화,194000.0,12500.0,+6.89%,5000.0,12610.0,6500.0,12.29,87227.0,6.03,6.93
202,305540,TIGER 2차전지테마,22210.0,135.0,+0.61%,0.0,12315.0,55450.0,0.63,651478.0,,
203,032350,롯데관광개발,17750.0,250.0,+1.43%,500.0,12296.0,69276.0,6.76,311452.0,-6.21,-30.43
204,381170,TIGER 미국테크TOP10 INDXX,12770.0,70.0,+0.55%,0.0,12266.0,96050.0,0.0,2020765.0,,
205,000670,영풍,658000.0,4000.0,-0.60%,5000.0,12121.0,1842.0,4.07,805.0,10.22,4.03
206,005250,녹십자홀딩스,25750.0,100.0,-0.39%,500.0,12110.0,47028.0,5.16,64166.0,8.11,19.74
207,001740,SK네트웍스,4865.0,10.0,-0.21%,2500.0,12074.0,248188.0,11.55,377072.0,25.74,1.63
208,360750,TIGER 미국S&P500,14250.0,95.0,+0.67%,0.0,12048.0,84550.0,0.04,953029.0,,
209,018670,SK가스,130500.0,6000.0,+4.82%,5000.0,12045.0,9230.0,6.07,19521.0,4.86,14.91
210,950210,프레스티지바이오파마,19950.0,100.0,+0.50%,0.0,11989.0,60096.0,62.32,60989.0,-140.49,-1.78
211,148020,KBSTAR 200,39570.0,445.0,+1.14%,0.0,11911.0,30100.0,0.01,330132.0,,
212,185750,종근당,104000.0,500.0,+0.48%,2500.0,11883.0,11426.0,7.41,22300.0,23.83,17.88
213,013890,지누스,74300.0,1900.0,+2.62%,500.0,11740.0,15800.0,21.14,37390.0,32.73,11.61
214,248070,솔루엠,23350.0,50.0,-0.21%,500.0,11676.0,50006.0,8.76,286335.0,43.48,43.26
215,298000,효성화학,365000.0,22000.0,+6.41%,5000.0,11644.0,3190.0,7.49,65206.0,12.05,-2.71
216,016380,KG동부제철,11600.0,200.0,-1.69%,5000.0,11601.0,100009.0,1.86,310737.0,6.74,7.18
217,353200,대덕전자,23400.0,1200.0,+5.41%,500.0,11564.0,49417.0,13.55,1456335.0,37.32,
218,214980,KODEX 단기채권PLUS,103455.0,15.0,-0.01%,0.0,11417.0,11036.0,0.0,860611.0,,
219,114800,KODEX 인버스,4040.0,50.0,-1.22%,0.0,11316.0,280100.0,0.73,24989054.0,,
220,003690,코리안리,9390.0,80.0,+0.86%,500.0,11303.0,120369.0,30.45,177941.0,7.2,5.78
221,363280,티와이홀딩스,27750.0,50.0,+0.18%,500.0,11148.0,40172.0,6.06,46286.0,2.39,
222,066575,LG전자우,64400.0,400.0,+0.63%,5000.0,11068.0,17186.0,40.6,42183.0,9.29,
223,036420,제이콘텐트리,60300.0,3400.0,+5.98%,5000.0,11033.0,18298.0,1.81,432329.0,-6.68,-52.61
224,268280,미원에스씨,214000.0,500.0,-0.23%,500.0,10914.0,5100.0,1.0,1228.0,15.97,13.58
225,082640,동양생명,6640.0,30.0,+0.45%,5000.0,10714.0,161359.0,82.54,71841.0,3.96,4.52
226,292150,TIGER TOP10,13300.0,120.0,+0.91%,0.0,10640.0,80000.0,0.27,166681.0,,
227,344820,KCC글라스,66000.0,800.0,+1.23%,1000.0,10541.0,15971.0,9.96,142114.0,4.98,
228,009420,한올바이오파마,20100.0,350.0,+1.77%,500.0,10500.0,52241.0,5.77,207864.0,65.05,12.29
229,214320,이노션,52500.0,300.0,-0.57%,500.0,10500.0,20000.0,31.65,47122.0,14.11,8.28
230,381180,TIGER 미국필라델피아반도체나스닥,12695.0,195.0,+1.56%,0.0,10454.0,82350.0,0.0,1648377.0,,
231,023590,다우기술,23300.0,900.0,+4.02%,500.0,10454.0,44867.0,22.12,268773.0,2.99,18.85
232,039130,하나투어,74800.0,900.0,+1.22%,500.0,10427.0,13939.0,6.34,50256.0,-11.13,-108.93
233,192080,더블유게임즈,55600.0,500.0,+0.91%,500.0,10216.0,18375.0,9.71,99307.0,8.03,16.94
234,001120,LX인터내셔널,26100.0,100.0,+0.38%,5000.0,10116.0,38760.0,23.45,328492.0,3.76,23.72
235,002840,미원상사,203000.0,500.0,+0.25%,500.0,10089.0,4970.0,4.24,1636.0,15.9,21.07
236,031430,신세계인터내셔날,140500.0,500.0,+0.36%,5000.0,10032.0,7140.0,5.26,20355.0,13.02,8.24
237,241590,화승엔터프라이즈,16550.0,50.0,+0.30%,500.0,10024.0,60571.0,4.01,132937.0,47.69,9.26
