,종목코드,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
869,021050,서원,2025.0,10.0,-0.49%,500.0,961.0,47475.0,3.02,159189.0,8.44,-5.38
870,378850,화승알앤에이,5040.0,65.0,+1.31%,500.0,957.0,18994.0,1.2,29423.0,,
871,007590,동방아그로,7020.0,0.0,0.00%,500.0,956.0,13618.0,30.22,27466.0,14.3,4.84
872,011330,유니켐,1315.0,5.0,+0.38%,500.0,956.0,72688.0,2.07,254342.0,8.17,12.01
873,010600,웰바이오텍,1625.0,10.0,+0.62%,500.0,954.0,58677.0,0.37,455238.0,-2.03,-141.53
874,027970,세하,1655.0,20.0,+1.22%,1000.0,953.0,57563.0,1.46,124333.0,10.09,21.14
875,155660,DSR,5950.0,70.0,+1.19%,500.0,952.0,16000.0,3.95,124242.0,7.52,5.67
876,304940,KODEX 미국나스닥100선물(H),20020.0,120.0,+0.60%,0.0,951.0,4750.0,0.0,57708.0,,
877,001080,만호제강,22800.0,50.0,-0.22%,1000.0,946.0,4150.0,5.48,906.0,34.81,0.37
878,111110,호전실업,10000.0,100.0,-0.99%,500.0,943.0,9429.0,3.21,35943.0,-243.9,-14.99
879,090080,평화산업,1715.0,5.0,+0.29%,500.0,942.0,54902.0,1.76,108676.0,36.49,-26.4
880,000650,천일고속,65700.0,0.0,0.00%,5000.0,939.0,1429.0,0.05,154.0,-201.53,-15.21
881,002070,비비안,3150.0,25.0,+0.80%,500.0,939.0,29794.0,1.14,378418.0,-4.52,-54.0
882,144600,KODEX 은선물(H),4505.0,115.0,-2.49%,0.0,937.0,20800.0,0.0,569258.0,,
883,133820,화인베스틸,3155.0,25.0,+0.80%,500.0,932.0,29550.0,1.29,118909.0,-5.92,-18.43
884,120115,코오롱인더우,33650.0,850.0,+2.59%,5000.0,931.0,2768.0,14.01,7999.0,5.22,
885,006090,사조오양,9850.0,330.0,+3.47%,5000.0,928.0,9423.0,1.76,29667.0,8.33,10.48
886,004450,삼화왕관,42650.0,50.0,+0.12%,5000.0,919.0,2154.0,4.61,171.0,29.91,1.03
887,023960,에쓰씨엔지니어링,3050.0,95.0,+3.21%,500.0,915.0,30000.0,2.0,141370.0,-9.74,-5.06
888,014440,영보화학,4570.0,100.0,+2.24%,500.0,914.0,20000.0,52.19,95465.0,22.96,1.94
889,364970,TIGER KRX바이오K-뉴딜,8070.0,180.0,+2.28%,0.0,904.0,11200.0,0.18,674113.0,,
890,325010,KODEX Fn성장,17015.0,215.0,+1.28%,0.0,902.0,5300.0,0.0,1204.0,,
891,014990,인디에프,1260.0,20.0,+1.61%,500.0,891.0,70713.0,0.68,104892.0,-2.62,-41.73
892,000157,두산2우B,99600.0,200.0,+0.20%,5000.0,889.0,893.0,0.12,179.0,-57.37,
893,026940,부국철강,4440.0,0.0,0.00%,500.0,888.0,20000.0,2.33,136263.0,10.96,0.72
894,338100,NH프라임리츠,4755.0,0.0,0.00%,500.0,887.0,18660.0,0.13,19653.0,22.86,2.16
895,195930,TIGER 유로스탁스50(합성 H),14750.0,90.0,+0.61%,0.0,885.0,6000.0,0.0,14777.0,,
896,012280,영화금속,1655.0,30.0,+1.85%,500.0,884.0,53395.0,1.85,567562.0,-8.23,-12.53
897,058860,KTis,2530.0,10.0,+0.40%,500.0,880.0,34802.0,5.15,63661.0,10.72,4.4
898,005360,모나미,4635.0,80.0,+1.76%,1000.0,876.0,18897.0,2.88,136209.0,5.06,0.09
899,363580,KODEX 200IT TR,13900.0,200.0,+1.46%,0.0,876.0,6300.0,0.0,358.0,,
900,000040,KR모터스,906.0,1.0,+0.11%,500.0,871.0,96137.0,46.23,222124.0,-8.16,-29.64
901,122260,KOSEF 통안채1년,101095.0,5.0,0.00%,0.0,869.0,860.0,0.09,3397.0,,
902,092780,동양피스톤,6600.0,50.0,+0.76%,500.0,869.0,13168.0,3.68,62381.0,-143.48,-7.29
903,510008,대신 철광석 선물 ETN(H),43040.0,280.0,+0.65%,0.0,861.0,2000.0,0.0,423.0,,
904,085310,엔케이,1075.0,15.0,+1.42%,500.0,860.0,79983.0,2.43,196329.0,537.5,-0.03
905,010100,한국프랜지,2820.0,120.0,+4.44%,1000.0,859.0,30450.0,4.54,400788.0,4.44,5.24
906,008110,대동전자,8180.0,300.0,+3.81%,500.0,858.0,10490.0,41.72,25331.0,12.55,2.22
907,266160,KBSTAR 고배당,12820.0,85.0,+0.67%,0.0,846.0,6600.0,0.19,13048.0,,
908,136340,KBSTAR 중기우량회사채,104255.0,55.0,-0.05%,0.0,844.0,810.0,0.0,1999.0,,
909,020760,일진디스플,2425.0,65.0,+2.75%,500.0,836.0,34468.0,4.77,80647.0,-2.11,-94.15
910,139280,TIGER 경기방어,10385.0,95.0,+0.92%,0.0,835.0,8040.0,0.0,5947.0,,
911,001560,제일연마,8330.0,70.0,-0.83%,500.0,833.0,10000.0,5.44,2630.0,15.43,3.84
912,090370,메타랩스,1125.0,165.0,-12.79%,500.0,832.0,73939.0,0.0,8393957.0,-4.73,-33.92
913,008420,문배철강,4040.0,35.0,-0.86%,500.0,828.0,20504.0,2.11,116153.0,3.59,7.48
914,058730,다스코,4905.0,50.0,+1.03%,500.0,828.0,16877.0,2.15,71098.0,-7.81,-6.54
915,117700,KODEX 건설,3545.0,25.0,+0.71%,0.0,826.0,23300.0,2.83,463299.0,,
916,400570,KODEX 유럽탄소배출권선물ICE(H),13810.0,115.0,-0.83%,0.0,822.0,5950.0,0.1,195503.0,,
917,041650,상신브레이크,3825.0,5.0,-0.13%,500.0,821.0,21471.0,3.18,15440.0,7.84,-1.6
918,019175,신풍제약우,37300.0,1050.0,+2.90%,500.0,821.0,2200.0,1.25,10123.0,6216.67,
919,012320,경동인베스트,34500.0,200.0,+0.58%,5000.0,816.0,2365.0,13.15,1805.0,5.62,3.68
920,002920,유성기업,3130.0,20.0,-0.63%,500.0,812.0,25948.0,12.95,28528.0,22.52,-1.75
921,023350,한국종합기술,7410.0,10.0,+0.14%,500.0,811.0,10950.0,1.26,64117.0,7.1,5.12
922,305080,TIGER 미국채10년선물,12075.0,45.0,+0.37%,0.0,809.0,6700.0,0.0,53390.0,,
923,021820,세원정공,8090.0,0.0,0.00%,500.0,809.0,10000.0,14.92,0.0,4.18,5.76
924,019180,티에이치엔,4485.0,150.0,+3.46%,500.0,807.0,18000.0,2.77,467384.0,3.01,-24.87
925,157490,TIGER 소프트웨어,15385.0,125.0,+0.82%,0.0,803.0,5220.0,0.09,91861.0,,
926,000725,현대건설우,75600.0,700.0,+0.93%,5000.0,797.0,1055.0,8.7,4865.0,50.27,
927,245340,TIGER 미국다우존스30,21885.0,25.0,+0.11%,0.0,797.0,3640.0,0.0,51734.0,,
928,025620,제이준코스메틱,1070.0,35.0,-3.17%,500.0,796.0,74423.0,1.77,2177558.0,-2.79,-37.83
929,027740,마니커,1250.0,50.0,+4.17%,500.0,794.0,63511.0,3.26,1058189.0,-3.39,-44.06
930,002870,신풍제지,2265.0,10.0,-0.44%,500.0,792.0,34959.0,0.95,313507.0,2.08,38.76
931,500029,신한 레버리지 은 선물 ETN(H),7910.0,440.0,-5.27%,0.0,791.0,10000.0,0.0,148202.0,,
932,003080,성보화학,3950.0,60.0,+1.54%,500.0,791.0,20020.0,1.46,23575.0,-11.48,
933,044380,주연테크,1320.0,10.0,+0.76%,200.0,781.0,59199.0,1.07,4191047.0,26.94,-5.86
934,006805,미래에셋증권우,5540.0,50.0,+0.91%,5000.0,780.0,14076.0,0.65,16497.0,3.79,
935,371470,TIGER 차이나바이오테크SOLACTIVE,9565.0,215.0,+2.30%,0.0,765.0,8000.0,0.43,37193.0,,
936,001210,금호전기,3895.0,55.0,-1.39%,500.0,765.0,19639.0,2.92,614399.0,-2.98,-100.98
937,195980,ARIRANG 신흥국MSCI(합성 H),11705.0,70.0,+0.60%,0.0,763.0,6520.0,0.0,23292.0,,
938,145210,다이나믹디자인,482.0,2.0,+0.42%,500.0,763.0,158289.0,0.13,1425570.0,-1.79,-90.21
939,530069,삼성 인버스 2X 천연가스 선물 ETN B,7625.0,160.0,-2.06%,0.0,762.0,10000.0,0.0,160333.0,,
940,010640,진양폴리,7610.0,450.0,+6.28%,500.0,761.0,10000.0,6.77,340989.0,32.52,6.03
941,174360,KBSTAR 중국본토대형주CSI100,21725.0,215.0,+1.00%,0.0,760.0,3500.0,0.0,3986.0,,
942,123700,SJM,4855.0,5.0,-0.10%,500.0,758.0,15605.0,13.25,29203.0,8.62,1.63
943,001620,케이비아이동국실업,868.0,5.0,+0.58%,500.0,757.0,87218.0,2.78,150409.0,,-6.83
944,002140,고려산업,3030.0,10.0,+0.33%,1000.0,756.0,24939.0,1.74,58644.0,10.52,6.91
945,002220,한일철강,2815.0,20.0,+0.72%,500.0,752.0,26697.0,2.29,45818.0,3.69,-3.3
946,000590,CS홀딩스,65000.0,100.0,-0.15%,5000.0,750.0,1154.0,2.7,1385.0,6.04,3.2
947,000850,화천기공,34100.0,150.0,+0.44%,5000.0,750.0,2200.0,7.97,743.0,12.04,1.52
948,011420,갤럭시아에스엠,2715.0,80.0,+3.04%,500.0,748.0,27550.0,0.48,391520.0,28.58,4.63
949,004870,티웨이홀딩스,965.0,1.0,-0.10%,500.0,748.0,77472.0,0.49,238893.0,-1.16,-71.98
950,023150,MH에탄올,10100.0,100.0,-0.98%,500.0,745.0,7379.0,3.64,36648.0,8.18,11.49
951,014130,한익스프레스,6170.0,50.0,-0.80%,500.0,740.0,12000.0,3.03,54383.0,20.23,-2.87
952,003010,혜인,5810.0,120.0,+2.11%,500.0,739.0,12713.0,3.33,79437.0,8.61,4.97
953,387280,TIGER 퓨처모빌리티액티브,11775.0,210.0,+1.82%,0.0,738.0,6270.0,0.05,25272.0,,
954,017370,우신시스템,3985.0,75.0,+1.92%,500.0,730.0,18314.0,3.17,141571.0,-2.86,-11.2
955,361580,KBSTAR 200TR,20340.0,245.0,+1.22%,0.0,722.0,3550.0,0.0,2229.0,,
956,109070,컨버즈,4100.0,0.0,0.00%,500.0,720.0,17549.0,0.16,0.0,-16.14,-367.38
957,072130,유엔젤,5450.0,200.0,+3.81%,500.0,719.0,13195.0,3.91,276735.0,4.4,-1.67
958,009310,참엔지니어링,1295.0,5.0,+0.39%,500.0,719.0,55529.0,2.99,202541.0,-8.09,7.18
959,009770,삼정펄프,28500.0,50.0,+0.18%,5000.0,712.0,2500.0,3.47,2561.0,50.09,13.58
960,069730,DSR제강,4940.0,40.0,-0.80%,500.0,711.0,14400.0,6.85,98808.0,18.1,3.67
961,570051,TRUE 나스닥 100 ETN,14185.0,0.0,0.00%,0.0,709.0,5000.0,0.0,0.0,,
962,385510,KODEX K-신재생에너지액티브,11390.0,225.0,+2.02%,0.0,706.0,6200.0,10.13,26451.0,,
963,570050,TRUE S&P500 선물 ETN,14110.0,0.0,0.00%,0.0,706.0,5000.0,0.0,0.0,,
964,030790,비케이탑스,4655.0,195.0,-4.02%,500.0,703.0,15097.0,0.37,3024873.0,-1.1,
965,001020,페이퍼코리아,1715.0,40.0,+2.39%,500.0,701.0,40900.0,0.67,111738.0,13.09,1.18
966,000105,유한양행우,59100.0,0.0,0.00%,1000.0,698.0,1181.0,0.0,659.0,44.81,
967,385520,KODEX K-미래차액티브,11430.0,220.0,+1.96%,0.0,697.0,6100.0,0.05,42760.0,,
968,520004,미래에셋 전기전자 Core5 ETN,34805.0,215.0,+0.62%,0.0,696.0,2000.0,0.0,1.0,,
969,385720,TIMEFOLIO Kstock액티브,10375.0,165.0,+1.62%,0.0,695.0,6700.0,0.01,71696.0,,
970,051630,진양화학,5780.0,40.0,+0.70%,500.0,694.0,12000.0,3.09,166527.0,-275.24,3.05
971,005110,한창,1025.0,5.0,+0.49%,500.0,685.0,66790.0,1.74,714971.0,-5.23,-53.91
972,387270,TIGER 글로벌BBIG액티브,11850.0,40.0,-0.34%,0.0,681.0,5750.0,0.0,47139.0,,
973,580010,KB Wise 분할매매 ETN,11210.0,25.0,+0.22%,0.0,673.0,6000.0,0.0,20011.0,,
974,000950,전방,40000.0,0.0,0.00%,5000.0,672.0,1680.0,0.49,494.0,2.75,4.35
975,001275,부국증권우,22250.0,100.0,+0.45%,5000.0,668.0,3000.0,11.97,182.0,3.52,
976,117680,KODEX 철강,9080.0,10.0,+0.11%,0.0,667.0,7350.0,3.19,259663.0,,
977,002820,SUN&L,5290.0,10.0,+0.19%,1000.0,667.0,12608.0,0.96,10209.0,-5.81,-4.33
978,025560,미래산업,14800.0,150.0,+1.02%,500.0,659.0,4452.0,3.69,83102.0,8.26,-10.31
979,123310,TIGER 인버스,4490.0,50.0,-1.10%,0.0,656.0,14600.0,1.18,92463.0,,
980,007120,미래아이앤지,500.0,1.0,+0.20%,100.0,647.0,129484.0,4.4,460600.0,27.78,24.75
981,145270,케이탑리츠,1400.0,0.0,0.00%,1000.0,647.0,46224.0,16.36,103901.0,5.71,15.17
982,510001,대신 WTI원유 선물 ETN(H),8030.0,315.0,+4.08%,0.0,642.0,8000.0,0.0,1693.0,,
983,008870,금비,64200.0,100.0,-0.16%,5000.0,642.0,1000.0,0.72,363.0,17.37,3.62
984,000215,DL우,38000.0,400.0,+1.06%,5000.0,641.0,1686.0,7.27,1054.0,1.21,
985,010770,평화홀딩스,4365.0,65.0,-1.47%,500.0,638.0,14625.0,15.56,7508.0,7.3,-2.68
986,277630,TIGER 코스피,30380.0,290.0,+0.96%,0.0,638.0,2100.0,0.0,10041.0,,
987,004920,씨아이테크,1595.0,25.0,-1.54%,500.0,637.0,39952.0,3.07,1292566.0,-3.49,-14.34
988,376410,TIGER 탄소효율그린뉴딜,9705.0,110.0,+1.15%,0.0,631.0,6500.0,0.01,4886.0,,
989,306520,HANARO 200선물인버스,9320.0,105.0,-1.11%,0.0,629.0,6750.0,1.07,2302.0,,
990,391600,KINDEX 미국친환경그린테마INDXX,9730.0,25.0,+0.26%,0.0,623.0,6400.0,0.0,29232.0,,
991,282000,KBSTAR 국고채3년선물인버스,101270.0,35.0,+0.03%,0.0,622.0,614.0,0.0,40.0,,
992,139230,TIGER 200 중공업,3235.0,5.0,-0.15%,0.0,621.0,19200.0,0.1,382725.0,,
993,114820,TIGER 국채3년,108805.0,70.0,-0.06%,0.0,620.0,570.0,0.0,406.0,,
994,078935,GS우,34550.0,100.0,+0.29%,5000.0,617.0,1785.0,9.87,1483.0,3.13,
995,006880,신송홀딩스,5210.0,120.0,+2.36%,500.0,616.0,11829.0,1.42,8250.0,9.87,3.04
996,007610,선도전기,3415.0,15.0,+0.44%,500.0,615.0,18000.0,5.99,50299.0,-8.99,2.8
997,310960,TIGER 200TR,21110.0,260.0,+1.25%,0.0,612.0,2900.0,0.0,317.0,,
998,550044,QV 레버리지 S&P500 ETN,30540.0,340.0,+1.13%,0.0,611.0,2000.0,0.0,168.0,,
999,003535,한화투자증권우,12700.0,100.0,+0.79%,5000.0,610.0,4800.0,1.01,7445.0,21.34,
1000,200250,KOSEF 인도Nifty50(합성),19320.0,245.0,+1.28%,0.0,609.0,3150.0,0.01,31092.0,,
1001,002690,동일제강,2995.0,105.0,+3.63%,500.0,608.0,20300.0,4.19,97267.0,6.7,0.23
1002,315960,KBSTAR 대형고배당10TR,16795.0,255.0,+1.54%,0.0,596.0,3550.0,0.01,11233.0,,
1003,025890,한국주강,5270.0,170.0,+3.33%,500.0,596.0,11309.0,7.92,67134.0,-34.0,-4.28
1004,245360,TIGER 차이나HSCEI,10340.0,320.0,+3.19%,0.0,595.0,5750.0,0.26,9525.0,,
1005,550068,QV 코스닥 150 ETN,14850.0,45.0,+0.30%,0.0,594.0,4000.0,0.0,2.0,,
1006,130680,TIGER 원유선물Enhanced(H),3755.0,135.0,+3.73%,0.0,593.0,15800.0,2.15,470114.0,,
1007,071090,하이스틸,2965.0,25.0,+0.85%,500.0,593.0,19999.0,2.48,164457.0,4.08,-0.99
1008,354350,HANARO 글로벌럭셔리S&P(합성),20005.0,70.0,-0.35%,0.0,590.0,2950.0,0.06,28985.0,,
1009,010660,화천기계,2670.0,135.0,+5.33%,500.0,587.0,22000.0,2.29,499228.0,52.35,-3.72
1010,396510,TIGER 차이나클린에너지SOLACTIVE,9725.0,85.0,-0.87%,0.0,587.0,6040.0,0.41,69956.0,,
1011,302190,TIGER 중장기국채,50580.0,25.0,-0.05%,0.0,587.0,1160.0,0.0,290.0,,
1012,500054,신한 인버스 2X 천연가스 선물 ETN,2930.0,55.0,-1.84%,0.0,586.0,20000.0,0.0,384768.0,,
1013,099140,KODEX 차이나H,17715.0,455.0,+2.64%,0.0,585.0,3300.0,24.24,12177.0,,
1014,009140,경인전자,37150.0,2350.0,+6.75%,5000.0,584.0,1571.0,14.38,12172.0,29.18,2.49
1015,500032,신한 인버스 2X 천연가스 선물 ETN(H),1945.0,35.0,-1.77%,0.0,584.0,30000.0,0.02,494294.0,,
1016,530053,삼성 코스피 풋매도 ETN,11585.0,70.0,+0.61%,0.0,579.0,5000.0,0.0,1.0,,
1017,388280,KBSTAR Fn컨택트대표,9255.0,140.0,+1.54%,0.0,576.0,6220.0,0.03,5668.0,,
1018,006570,대림통상,3750.0,70.0,+1.90%,1000.0,571.0,15225.0,0.82,9685.0,-6.12,-15.15
1019,300640,KBSTAR 게임테마,19955.0,485.0,+2.49%,0.0,569.0,2850.0,0.16,95783.0,,
1020,395760,ARIRANG ESG성장주액티브,9475.0,80.0,+0.85%,0.0,568.0,6000.0,0.05,339.0,,
1021,233160,TIGER 코스닥150 레버리지,15540.0,265.0,+1.73%,0.0,567.0,3650.0,5.15,97987.0,,
1022,114460,KINDEX 국고채3년,104925.0,15.0,-0.01%,0.0,567.0,540.0,0.0,95.0,,
1023,368190,HANARO Fn K-뉴딜디지털플러스,10980.0,75.0,+0.69%,0.0,565.0,5150.0,0.0,5035.0,,
1024,570045,TRUE 레버리지 천연가스 선물 ETN(H),5535.0,85.0,+1.56%,0.0,554.0,10000.0,0.0,57753.0,,
1025,008775,호텔신라우,73600.0,300.0,-0.41%,5000.0,553.0,752.0,2.02,8586.0,-28.25,
1026,007630,폴루스바이오팜,1225.0,0.0,0.00%,500.0,551.0,45008.0,1.69,0.0,-22.69,-7.07
1027,256750,KODEX 차이나심천ChiNext(합성),14295.0,40.0,+0.28%,0.0,543.0,3800.0,0.37,16490.0,,
1028,025530,SJM홀딩스,3635.0,5.0,+0.14%,500.0,543.0,14934.0,6.47,18233.0,8.28,2.02
1029,024070,WISCOM,3530.0,55.0,+1.58%,500.0,541.0,15326.0,5.01,73781.0,113.87,-0.85
1030,010400,우진아이엔에스,7080.0,170.0,+2.46%,500.0,540.0,7622.0,0.76,4278.0,114.19,1.69
1031,005305,롯데칠성우,69400.0,700.0,+1.02%,500.0,538.0,775.0,6.99,524.0,8.2,
1032,390390,KODEX 미국반도체MV,12470.0,105.0,+0.85%,0.0,536.0,4300.0,0.0,57210.0,,
1033,365000,TIGER KRX인터넷K-뉴딜,10235.0,95.0,+0.94%,0.0,532.0,5200.0,1.18,137928.0,,
1034,069640,한세엠케이,4100.0,100.0,+2.50%,500.0,529.0,12909.0,9.73,86528.0,-2.82,-25.79
1035,019685,대교우B,2705.0,5.0,-0.18%,500.0,526.0,19427.0,4.38,34995.0,-100.19,
1036,371450,TIGER 글로벌클라우드컴퓨팅INDXX,10605.0,60.0,+0.57%,0.0,522.0,4920.0,0.0,33125.0,,
1037,580016,KB 레버리지 S&P 500 선물 ETN(H),12990.0,135.0,+1.05%,0.0,520.0,4000.0,0.0,5151.0,,
1038,336160,KBSTAR 금융채액티브,102210.0,25.0,+0.02%,0.0,511.0,500.0,0.0,1942.0,,
1039,003475,유안타증권우,3945.0,50.0,+1.28%,5000.0,509.0,12912.0,0.28,17652.0,3.48,
1040,394350,KOSEF 릭소글로벌퓨처모빌리티MSCI,12090.0,130.0,+1.09%,0.0,508.0,4200.0,0.07,16742.0,,
1041,004100,태양금속,1375.0,35.0,+2.61%,500.0,505.0,36700.0,4.46,131340.0,-3.24,-11.4
1042,084670,동양고속,17350.0,50.0,-0.29%,5000.0,502.0,2896.0,0.52,1522.0,-2.74,-13.74
1043,530019,삼성 미국 대형 성장주 ETN,25065.0,220.0,+0.89%,0.0,501.0,2000.0,0.0,10.0,,
1044,530091,삼성 코스피 200 ETN,10025.0,115.0,+1.16%,0.0,501.0,5000.0,0.0,23753.0,,
1045,570067,TRUE 코스피 200 ETN,10000.0,95.0,+0.96%,0.0,500.0,5000.0,0.0,2.0,,
1046,33626L,두산퓨얼셀2우B,16650.0,150.0,+0.91%,100.0,497.0,2986.0,0.15,4590.0,333.0,
1047,013000,세우글로벌,1730.0,15.0,+0.87%,500.0,497.0,28705.0,7.81,239649.0,-37.61,2.44
1048,530093,삼성 코스닥 150 ETN,9920.0,105.0,+1.07%,0.0,496.0,5000.0,0.0,65988.0,,
1049,102970,KODEX 증권,7930.0,80.0,+1.02%,0.0,496.0,6250.0,0.27,22857.0,,
1050,014910,성문전자,2535.0,35.0,+1.40%,500.0,494.0,19487.0,4.68,134353.0,32.5,-3.63
1051,341850,TIGER KIS부동산인프라채권TR,5770.0,0.0,0.00%,0.0,493.0,8550.0,0.0,1861.0,,
1052,001420,태원물산,6440.0,390.0,+6.45%,500.0,489.0,7600.0,2.97,193841.0,585.45,-0.08
1053,530023,삼성 레버리지 China A50 선물 ETN(H),48870.0,700.0,+1.45%,0.0,489.0,1000.0,0.0,4021.0,,
1054,530036,삼성 인버스 2X WTI원유 선물 ETN,325.0,25.0,-7.14%,0.0,488.0,150000.0,0.03,21717840.0,,
1055,337160,KODEX 200ESG,14300.0,150.0,+1.06%,0.0,486.0,3400.0,0.01,483.0,,
1056,396500,TIGER Fn반도체TOP10,10150.0,180.0,+1.81%,0.0,482.0,4750.0,0.03,260213.0,,
1057,006125,SK디스커버리우,35350.0,50.0,+0.14%,5000.0,480.0,1358.0,1.15,419.0,3.67,
1058,530015,삼성 미국 대형 성장주 ETN(H),23995.0,180.0,+0.76%,0.0,480.0,2000.0,0.0,6.0,,
1059,256440,KINDEX 인도네시아MSCI(합성),9390.0,150.0,+1.62%,0.0,479.0,5100.0,0.02,26264.0,,
1060,304780,HANARO 200선물레버리지,25595.0,625.0,+2.50%,0.0,474.0,1850.0,0.08,216.0,,
1061,015260,에이엔피,2095.0,0.0,0.00%,500.0,468.0,22336.0,0.0,171913.0,-2.0,-50.96
1062,084870,TBH글로벌,2240.0,30.0,-1.32%,500.0,467.0,20857.0,4.51,31615.0,-5.31,-33.15
1063,228790,TIGER 화장품,2795.0,35.0,+1.27%,0.0,465.0,16650.0,0.14,163084.0,,
1064,409820,KODEX 미국나스닥100레버리지(합성 H),9305.0,155.0,+1.69%,0.0,465.0,5000.0,0.0,485132.0,,
1065,003465,유화증권우,2650.0,5.0,-0.19%,1000.0,463.0,17476.0,0.0,2990.0,23.45,
1066,00499K,롯데지주우,46300.0,150.0,+0.33%,200.0,457.0,988.0,0.59,224.0,24.13,
1067,244580,KODEX 바이오,11905.0,105.0,+0.89%,0.0,457.0,3840.0,1.08,61553.0,,
1068,400590,SOL 글로벌탄소배출권선물IHS(합성),13025.0,130.0,-0.99%,0.0,456.0,3500.0,0.05,56966.0,,
1069,500050,신한 레버리지 S&P500 선물 ETN,22710.0,230.0,+1.02%,0.0,454.0,2000.0,0.0,2417.0,,
1070,155900,바다로19호,2980.0,15.0,+0.51%,5000.0,453.0,15200.0,0.53,17841.0,6.74,-6.51
1071,011300,성안,787.0,0.0,0.00%,500.0,447.0,56858.0,0.1,0.0,-3.23,-36.36
1072,000760,이화산업,15950.0,50.0,-0.31%,5000.0,447.0,2800.0,0.25,2125.0,0.96,-2.65
1073,33637L,솔루스첨단소재2우B,27000.0,200.0,+0.75%,100.0,444.0,1646.0,0.12,542.0,-106.3,
1074,030720,동원수산,9530.0,60.0,-0.63%,5000.0,444.0,4654.0,5.66,30673.0,-27.54,-6.53
1075,011230,삼화전자,4235.0,65.0,-1.51%,1000.0,443.0,10458.0,7.11,39718.0,-16.23,-19.35
1076,292190,KODEX KRX300,18320.0,195.0,+1.08%,0.0,440.0,2400.0,0.01,14290.0,,
1077,008500,일정실업,36550.0,350.0,+0.97%,5000.0,439.0,1200.0,0.82,7291.0,-4.21,-15.33
1078,018500,동원금속,935.0,9.0,+0.97%,500.0,437.0,46755.0,2.37,64604.0,34.63,-55.39
1079,570044,TRUE 인버스 2X 나스닥 100 ETN,1450.0,10.0,-0.68%,0.0,435.0,30000.0,0.0,467819.0,,
1080,002420,세기상사,10600.0,50.0,+0.47%,500.0,432.0,4076.0,2.15,37293.0,-23.82,-7.13
1081,005820,원림,18800.0,100.0,+0.53%,5000.0,432.0,2298.0,1.42,1900.0,41.59,16.31
1082,153360,하이골드3호,2670.0,5.0,+0.19%,5000.0,431.0,16150.0,0.3,105638.0,-21.36,-30.21
1083,269540,ARIRANG 미국S&P500(H),19595.0,160.0,+0.82%,0.0,431.0,2200.0,0.01,13328.0,,
1084,204450,KODEX 차이나H레버리지(H),3950.0,190.0,+5.05%,0.0,431.0,10900.0,0.0,134642.0,,
1085,001465,BYC우,198000.0,1000.0,+0.51%,5000.0,426.0,215.0,0.07,89.0,6.78,
1086,570029,TRUE 코스피 양매도 3% OTM ETN,8505.0,55.0,+0.65%,0.0,425.0,5000.0,0.0,117.0,,
1087,266360,KODEX 미디어&엔터테인먼트,22205.0,125.0,+0.57%,0.0,422.0,1900.0,0.0,41011.0,,
1088,397410,KBSTAR 국채선물5년추종인버스,51320.0,20.0,+0.04%,0.0,416.0,810.0,0.0,105.0,,
1089,009835,한화솔루션우,36900.0,1400.0,+3.94%,5000.0,415.0,1124.0,0.85,3490.0,9.43,
1090,203780,TIGER 미국나스닥바이오,19800.0,190.0,+0.97%,0.0,408.0,2060.0,0.0,10473.0,,
1091,003495,대한항공우,36600.0,0.0,0.00%,5000.0,407.0,1111.0,1.81,1632.0,17.19,
1092,010420,한솔PNS,1970.0,20.0,+1.03%,500.0,404.0,20493.0,5.08,83123.0,23.45,6.97
1093,005257,녹십자홀딩스2우,47600.0,300.0,-0.63%,500.0,403.0,846.0,0.07,460.0,14.99,
1094,003680,한성기업,6470.0,120.0,+1.89%,5000.0,402.0,6210.0,0.71,29595.0,33.18,4.52
1095,243880,TIGER 200IT레버리지,59425.0,1325.0,+2.28%,0.0,401.0,675.0,0.0,5392.0,,
1096,590018,미래에셋 중국 심천 100 ETN,20040.0,70.0,+0.35%,0.0,401.0,2000.0,0.0,5.0,,
1097,033250,체시스,1250.0,10.0,+0.81%,500.0,400.0,32000.0,0.58,119479.0,-32.05,-8.25
1098,019490,하이트론,4155.0,5.0,+0.12%,2500.0,399.0,9611.0,0.49,13831.0,-1.09,-136.89
1099,550067,QV 코스피 200 ETN,39925.0,235.0,+0.59%,0.0,399.0,1000.0,0.0,2.0,,
1100,005030,부산주공,601.0,1.0,+0.17%,500.0,396.0,65974.0,1.37,118602.0,-4.59,-47.39
1101,356540,KINDEX KIS종합채권(AA-이상)액티브,97250.0,150.0,-0.15%,0.0,395.0,406.0,0.0,3.0,,
1102,530061,삼성 레버리지 은 선물 ETN(H),13120.0,725.0,-5.24%,0.0,394.0,3000.0,0.0,35681.0,,
1103,404540,TIGER KRX기후변화솔루션,10115.0,155.0,+1.56%,0.0,389.0,3850.0,0.02,18216.0,,
1104,276970,KODEX 미국S&P고배당커버드콜(합성 H),10500.0,60.0,+0.57%,0.0,388.0,3700.0,0.0,13364.0,,
1105,500058,신한 S&P500 VIX S/T 선물 ETN C,7770.0,235.0,-2.94%,0.0,388.0,5000.0,0.0,142793.0,,
1106,500020,신한 레버리지 다우존스지수 선물 ETN(H),38580.0,10.0,+0.03%,0.0,386.0,1000.0,0.0,232.0,,
